"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"穿越道路中","2023",2,3,5,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",65,"非駕駛人",120.236183,23.01574,"臺南市","永康區"
"穿越道路中","2023",2,3,5,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",66,"未使用",120.236183,23.01574,"臺南市","永康區"
"其他","2023",2,3,7,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",37,"不明",120.829843,24.474204,"苗栗縣","公館鄉"
"撞護欄(樁)","2023",2,3,7,"晴","日間自然光線",70,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",60,"未使用",120.4619,22.8181,"高雄市","旗山區"
"撞護欄(樁)","2023",2,3,7,"晴","日間自然光線",70,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",112,"",120.4619,22.8181,"高雄市","旗山區"
"側撞","2023",2,3,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","寛式快慢車道分隔島(50公分以上)","無",49,"未使用",120.52636,22.717947,"屏東縣","長治鄉"
"側撞","2023",2,3,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","寛式快慢車道分隔島(50公分以上)","無",48,"未使用",120.52636,22.717947,"屏東縣","長治鄉"
"路口交岔撞","2023",2,3,8,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",38,"不明",120.698979,24.087791,"臺中市","大里區"
"路口交岔撞","2023",2,3,8,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",36,"不明",120.698979,24.087791,"臺中市","大里區"
"對撞","2023",2,3,12,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",32,"不明",120.54708,22.501055,"屏東縣","新埤鄉"
"對撞","2023",2,3,12,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",43,"未使用",120.54708,22.501055,"屏東縣","新埤鄉"
"對撞","2023",2,3,12,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",12,"不明",120.54708,22.501055,"屏東縣","新埤鄉"
"撞非固定設施","2023",2,3,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","濕潤","不良","無號誌","雙向禁止超車線","快慢車道分隔線","有",44,"不明",121.481393,25.009473,"新北市","平溪區"
"撞非固定設施","2023",2,3,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","濕潤","不良","無號誌","雙向禁止超車線","快慢車道分隔線","有",65,"",121.481393,25.009473,"新北市","平溪區"
"撞非固定設施","2023",2,3,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","濕潤","不良","無號誌","雙向禁止超車線","快慢車道分隔線","有",8,"非駕駛人",121.481393,25.009473,"新北市","平溪區"
"撞非固定設施","2023",2,3,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","濕潤","不良","無號誌","雙向禁止超車線","快慢車道分隔線","有",8,"非駕駛人",121.481393,25.009473,"新北市","平溪區"
"撞路樹、電桿","2023",2,3,18,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",39,"不明",120.501845,24.146781,"彰化縣","伸港鄉"
"撞路樹、電桿","2023",2,3,19,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",43,"不明",120.927113,24.682141,"苗栗縣","三灣鄉"
"穿越道路中","2023",2,3,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",11,"非駕駛人",120.509977,24.13607,"彰化縣","和美鎮"
"穿越道路中","2023",2,3,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",43,"未使用",120.509977,24.13607,"彰化縣","和美鎮"
"穿越道路中","2023",2,3,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",44,"非駕駛人",120.509977,24.13607,"彰化縣","和美鎮"
"穿越道路中","2023",2,3,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",16,"非駕駛人",120.509977,24.13607,"彰化縣","和美鎮"
"穿越道路中","2023",2,3,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",14,"非駕駛人",120.509977,24.13607,"彰化縣","和美鎮"
"穿越道路中","2023",2,3,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",12,"非駕駛人",120.509977,24.13607,"彰化縣","和美鎮"
"穿越道路中","2023",2,3,22,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",29,"非駕駛人",120.3642,22.64242,"高雄市","鳳山區"
"穿越道路中","2023",2,3,22,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",42,"未使用",120.3642,22.64242,"高雄市","鳳山區"
"穿越道路中","2023",2,3,22,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",43,"未使用",120.3642,22.64242,"高雄市","鳳山區"
"撞路樹、電桿","2023",2,4,3,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",22,"未使用",120.293429,23.136419,"臺南市","善化區"
"撞護欄(樁)","2023",2,4,4,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",24,"未使用",120.225847,22.932222,"臺南市","仁德區"
"路上翻車、摔倒","2023",2,4,7,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","有",29,"未使用",120.132929,23.022794,"臺南市","南區"
"對撞","2023",2,4,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",78,"未使用",121.02295,24.860722,"新竹縣","湖口鄉"
"對撞","2023",2,4,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",33,"未使用",121.02295,24.860722,"新竹縣","湖口鄉"
"對撞","2023",2,4,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",35,"未使用",121.02295,24.860722,"新竹縣","湖口鄉"
"其他","2023",2,4,12,"陰","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",50,"未使用",120.689274,24.134852,"臺中市","東區"
"其他","2023",2,4,12,"陰","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",58,"非駕駛人",120.689274,24.134852,"臺中市","東區"
"同向擦撞","2023",2,4,17,"雨","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",61,"未使用",121.287291,25.064648,"桃園市","蘆竹區"
"同向擦撞","2023",2,4,17,"雨","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",56,"未使用",121.287291,25.064648,"桃園市","蘆竹區"
"其他","2023",2,4,22,"陰","夜間(或隧道、地下道、涵洞)有照明",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",42,"不明",120.576775,24.225471,"臺中市","沙鹿區"
"其他","2023",2,4,22,"陰","夜間(或隧道、地下道、涵洞)有照明",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",38,"未使用",120.576775,24.225471,"臺中市","沙鹿區"
"其他","2023",2,5,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",46,"未使用",120.708649,24.231206,"臺中市","潭子區"
"其他","2023",2,5,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",63,"未使用",120.708649,24.231206,"臺中市","潭子區"
"其他","2023",2,5,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",42,"非駕駛人",120.708649,24.231206,"臺中市","潭子區"
"穿越道路中","2023",2,5,6,"雨","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",84,"非駕駛人",120.926522,24.686753,"苗栗縣","頭份市"
"穿越道路中","2023",2,5,6,"雨","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",56,"未使用",120.926522,24.686753,"苗栗縣","頭份市"
"撞護欄(樁)","2023",2,5,6,"雨","日間自然光線",90,"高架道路","快車道","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",39,"未使用",121.023603,24.994823,"桃園市","新屋區"
"撞交通島","2023",2,5,8,"雨","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",19,"未使用",121.066969,24.708344,"新竹縣","北埔鄉"
"其他","2023",2,5,12,"陰","日間自然光線",30,"四岔路","交叉路口內","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",17,"未使用",121.768382,24.797535,"宜蘭縣","礁溪鄉"
"其他","2023",2,5,12,"陰","日間自然光線",30,"四岔路","交叉路口內","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",42,"未使用",121.768382,24.797535,"宜蘭縣","礁溪鄉"
"穿越道路中","2023",2,5,17,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",87,"非駕駛人",121.521578,25.057746,"臺北市","中山區"
"穿越道路中","2023",2,5,17,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",19,"不明",121.521578,25.057746,"臺北市","中山區"
"側撞","2023",2,5,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","濕潤","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",66,"未使用",121.510348,25.113069,"臺北市","北投區"
"側撞","2023",2,5,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","濕潤","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",88,"未使用",121.510348,25.113069,"臺北市","北投區"
"撞交通島","2023",2,5,19,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","無",57,"不明",121.372349,25.084892,"新北市","林口區"
"其他","2023",2,5,19,"陰","夜間(或隧道、地下道、涵洞)有照明",70,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",70,"非駕駛人",120.459157,24.124428,"彰化縣","線西鄉"
"其他","2023",2,5,19,"陰","夜間(或隧道、地下道、涵洞)有照明",70,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",21,"未使用",120.459157,24.124428,"彰化縣","線西鄉"
"穿越道路中","2023",2,6,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",81,"非駕駛人",121.7224,25.120695,"基隆市","安樂區"
"穿越道路中","2023",2,6,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",52,"不明",121.7224,25.120695,"基隆市","安樂區"
"穿越道路中","2023",2,6,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",59,"不明",121.7224,25.120695,"基隆市","安樂區"
"同向擦撞","2023",2,6,10,"雨","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","快慢車道分隔線","有",49,"未使用",120.527012,23.863932,"彰化縣","北斗鎮"
"同向擦撞","2023",2,6,10,"雨","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","快慢車道分隔線","有",71,"未使用",120.527012,23.863932,"彰化縣","北斗鎮"
"路口交岔撞","2023",2,7,2,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",38,"未使用",120.426778,23.488751,"嘉義市","西區"
"路口交岔撞","2023",2,7,2,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",21,"不明",120.426778,23.488751,"嘉義市","西區"
"側撞","2023",2,7,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",80,"未使用",120.466775,22.584626,"屏東縣","萬丹鄉"
"側撞","2023",2,7,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",31,"未使用",120.466775,22.584626,"屏東縣","萬丹鄉"
"穿越道路中","2023",2,7,7,"陰","日間自然光線",40,"三岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","無",45,"未使用",121.533866,25.030586,"臺北市","大安區"
"穿越道路中","2023",2,7,7,"陰","日間自然光線",40,"三岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","無",81,"非駕駛人",121.533866,25.030586,"臺北市","大安區"
"撞號誌、標誌桿","2023",2,7,14,"晴","日間自然光線",40,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",51,"未使用",120.443483,22.721155,"高雄市","大樹區"
"撞號誌、標誌桿","2023",2,7,14,"晴","日間自然光線",40,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",112,"",120.443483,22.721155,"高雄市","大樹區"
"撞號誌、標誌桿","2023",2,7,14,"晴","日間自然光線",40,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",15,"非駕駛人",120.443483,22.721155,"高雄市","大樹區"
"撞護欄(樁)","2023",2,7,16,"晴","日間自然光線",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",33,"未使用",121.520894,24.973851,"新北市","新店區"
"追撞","2023",2,7,19,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",42,"未使用",120.532587,22.644339,"屏東縣","麟洛鄉"
"追撞","2023",2,7,19,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",59,"未使用",120.532587,22.644339,"屏東縣","麟洛鄉"
"側撞","2023",2,7,21,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",36,"未使用",120.793193,24.522753,"苗栗縣","苗栗市"
"側撞","2023",2,7,21,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",68,"非駕駛人",120.793193,24.522753,"苗栗縣","苗栗市"
"其他","2023",2,7,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",60,"未使用",120.182511,22.998345,"臺南市","安平區"
"其他","2023",2,7,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",73,"未使用",120.182511,22.998345,"臺南市","安平區"
"其他","2023",2,8,5,"雨","夜間(或隧道、地下道、涵洞)有照明",30,"橋樑","其他","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",42,"非駕駛人",121.558418,24.001419,"花蓮縣","花蓮市"
"其他","2023",2,8,5,"雨","夜間(或隧道、地下道、涵洞)有照明",30,"橋樑","其他","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",38,"未使用",121.558418,24.001419,"花蓮縣","花蓮市"
"其他","2023",2,8,5,"晴","夜間(或隧道、地下道、涵洞)無照明",100,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",26,"未使用",121.281744,24.988897,"桃園市","桃園區"
"其他","2023",2,8,5,"晴","夜間(或隧道、地下道、涵洞)無照明",100,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",41,"非駕駛人",121.281744,24.988897,"桃園市","桃園區"
"其他","2023",2,8,5,"晴","夜間(或隧道、地下道、涵洞)無照明",100,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",41,"不明",121.281744,24.988897,"桃園市","桃園區"
"側撞","2023",2,8,14,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",73,"不明",120.474371,23.782986,"雲林縣","西螺鎮"
"側撞","2023",2,8,14,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",63,"未使用",120.474371,23.782986,"雲林縣","西螺鎮"
"側撞","2023",2,8,14,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",61,"非駕駛人",120.474371,23.782986,"雲林縣","西螺鎮"
"側撞","2023",2,8,14,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",75,"不明",120.528539,23.701137,"雲林縣","斗六市"
"側撞","2023",2,8,14,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",34,"不明",120.528539,23.701137,"雲林縣","斗六市"
"路口交岔撞","2023",2,8,16,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",30,"未使用",120.2249,23.355713,"嘉義縣","義竹鄉"
"路口交岔撞","2023",2,8,16,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",86,"未使用",120.2249,23.355713,"嘉義縣","義竹鄉"
"其他","2023",2,8,21,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",55,"未使用",120.937744,24.791025,"新竹市","香山區"
"其他","2023",2,8,21,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",25,"未使用",120.937744,24.791025,"新竹市","香山區"
"衝出路外","2023",2,9,9,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",52,"不明",120.908844,23.829838,"南投縣","魚池鄉"
"撞護欄(樁)","2023",2,9,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",19,"未使用",121.212665,25.041365,"桃園市","大園區"
"穿越道路中","2023",2,10,4,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"其他","行人穿越道","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",77,"未使用",121.516857,25.117685,"臺北市","北投區"
"穿越道路中","2023",2,10,4,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"其他","行人穿越道","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",70,"非駕駛人",121.516857,25.117685,"臺北市","北投區"
"路口交岔撞","2023",2,10,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",43,"未使用",120.261953,23.191675,"臺南市","麻豆區"
"路口交岔撞","2023",2,10,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",35,"未使用",120.261953,23.191675,"臺南市","麻豆區"
"側撞","2023",2,10,5,"晴","夜間(或隧道、地下道、涵洞)無照明",30,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",59,"未使用",120.365576,22.57813,"高雄市","小港區"
"側撞","2023",2,10,5,"晴","夜間(或隧道、地下道、涵洞)無照明",30,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",63,"未使用",120.365576,22.57813,"高雄市","小港區"
"側撞","2023",2,10,5,"晴","夜間(或隧道、地下道、涵洞)無照明",30,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",70,"未使用",120.365576,22.57813,"高雄市","小港區"
"穿越道路中","2023",2,10,6,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",18,"未使用",120.361,22.795,"高雄市","燕巢區"
"穿越道路中","2023",2,10,6,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",87,"非駕駛人",120.361,22.795,"高雄市","燕巢區"
"穿越道路中","2023",2,10,6,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",18,"非駕駛人",120.361,22.795,"高雄市","燕巢區"
"側撞","2023",2,10,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",29,"未使用",120.226738,23.018261,"臺南市","永康區"
"側撞","2023",2,10,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",71,"未使用",120.226738,23.018261,"臺南市","永康區"
"其他","2023",2,10,12,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",27,"不明",121.515977,25.063,"臺北市","大同區"
"其他","2023",2,10,12,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",61,"不明",121.515977,25.063,"臺北市","大同區"
"追撞","2023",2,10,14,"晴","日間自然光線",60,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",36,"不明",120.338761,23.446567,"嘉義縣","太保市"
"追撞","2023",2,10,14,"晴","日間自然光線",60,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",11,"不明",120.338761,23.446567,"嘉義縣","太保市"
"追撞","2023",2,10,14,"晴","日間自然光線",60,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",28,"非駕駛人",120.338761,23.446567,"嘉義縣","太保市"
"追撞","2023",2,10,14,"晴","日間自然光線",60,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",11,"非駕駛人",120.338761,23.446567,"嘉義縣","太保市"
"側撞","2023",2,11,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",19,"未使用",120.526719,23.699849,"雲林縣","斗六市"
"側撞","2023",2,11,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",20,"未使用",120.526719,23.699849,"雲林縣","斗六市"
"側撞","2023",2,11,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",42,"不明",120.526719,23.699849,"雲林縣","斗六市"
"撞交通島","2023",2,11,6,"晴","日間自然光線",40,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","無",60,"不明",121.515477,25.017918,"新北市","中和區"
"撞交通島","2023",2,11,6,"晴","日間自然光線",40,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","無",57,"不明",121.515477,25.017918,"新北市","中和區"
"撞護欄(樁)","2023",2,11,11,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",64,"未使用",120.376031,23.075949,"臺南市","左鎮區"
"對撞","2023",2,11,11,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","不良","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",41,"未使用",121.708205,25.169831,"基隆市","安樂區"
