"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"路上翻車、摔倒","2020",1,1,14,"晴","日間自然光線",50,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","有",109,"",120.372052,22.541141,"高雄市","小港區"
"路上翻車、摔倒","2020",1,1,14,"晴","日間自然光線",50,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","有",22,"未使用",120.372052,22.541141,"高雄市","小港區"
"側撞","2020",1,1,17,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",61,"未使用",121.504547,24.95763,"新北市","新店區"
"側撞","2020",1,1,17,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",37,"未使用",121.504547,24.95763,"新北市","新店區"
"其他","2020",1,1,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",21,"未使用",120.695863,24.216056,"臺中市","潭子區"
"其他","2020",1,1,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",28,"未使用",120.695863,24.216056,"臺中市","潭子區"
"追撞","2020",1,2,5,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","慢車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",71,"非汽(機)車駕駛人",120.508579,24.140725,"彰化縣","和美鎮"
"追撞","2020",1,2,5,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","慢車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",61,"未使用",120.508579,24.140725,"彰化縣","和美鎮"
"撞路樹、電桿","2020",1,2,8,"晴","日間自然光線",60,"坡路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",70,"不明",120.55904,23.565369,"嘉義縣","梅山鄉"
"其他","2020",1,2,9,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",71,"非汽(機)車駕駛人",120.541703,23.710441,"雲林縣","斗六市"
"其他","2020",1,2,9,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",78,"未使用",120.541703,23.710441,"雲林縣","斗六市"
"其他","2020",1,2,9,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",37,"未使用",120.541703,23.710441,"雲林縣","斗六市"
"對撞","2020",1,2,16,"晴","晨或暮光",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",27,"未使用",120.58021,24.242317,"臺中市","沙鹿區"
"對撞","2020",1,2,16,"晴","晨或暮光",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",21,"未使用",120.58021,24.242317,"臺中市","沙鹿區"
"對撞","2020",1,2,16,"晴","晨或暮光",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",20,"非汽(機)車駕駛人",120.58021,24.242317,"臺中市","沙鹿區"
"對撞","2020",1,2,16,"晴","晨或暮光",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",22,"非汽(機)車駕駛人",120.58021,24.242317,"臺中市","沙鹿區"
"撞工程施工","2020",1,2,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",36,"",121.448327,24.996772,"新北市","板橋區"
"撞工程施工","2020",1,2,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",25,"未使用",121.448327,24.996772,"新北市","板橋區"
"撞工程施工","2020",1,2,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",55,"未使用",121.448327,24.996772,"新北市","板橋區"
"撞工程施工","2020",1,2,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",62,"未使用",121.448327,24.996772,"新北市","板橋區"
"撞護欄(樁)","2020",1,2,22,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",19,"未使用",121.435911,25.156852,"新北市","八里區"
"穿越道路中","2020",1,3,2,"陰","夜間(或隧道、地下道、涵洞)有照明",30,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",71,"未使用",121.505006,24.993558,"新北市","中和區"
"穿越道路中","2020",1,3,2,"陰","夜間(或隧道、地下道、涵洞)有照明",30,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",78,"非汽(機)車駕駛人",121.505006,24.993558,"新北市","中和區"
"撞號誌、標誌桿","2020",1,3,6,"霧或煙","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",81,"不明",120.27207,23.206481,"臺南市","下營區"
"同向擦撞","2020",1,3,7,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",43,"未使用",121.223038,24.853138,"桃園市","龍潭區"
"同向擦撞","2020",1,3,7,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",76,"未使用",121.223038,24.853138,"桃園市","龍潭區"
"穿越道路中","2020",1,3,8,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",23,"不明",121.615942,25.04445,"臺北市","南港區"
"穿越道路中","2020",1,3,8,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",85,"非汽(機)車駕駛人",121.615942,25.04445,"臺北市","南港區"
"追撞","2020",1,3,9,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",27,"未使用",121.23937,24.900388,"桃園市","平鎮區"
"追撞","2020",1,3,9,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",41,"未使用",121.23937,24.900388,"桃園市","平鎮區"
"路口交岔撞","2020",1,3,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",55,"不明",120.612124,24.14566,"臺中市","南屯區"
"路口交岔撞","2020",1,3,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",30,"未使用",120.612124,24.14566,"臺中市","南屯區"
"路口交岔撞","2020",1,3,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",33,"未使用",120.612124,24.14566,"臺中市","南屯區"
"側撞","2020",1,3,14,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",38,"未使用",120.608047,24.151047,"臺中市","南屯區"
"側撞","2020",1,3,14,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",56,"未使用",120.608047,24.151047,"臺中市","南屯區"
"側撞","2020",1,3,14,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",58,"未使用",120.608047,24.151047,"臺中市","南屯區"
"同向擦撞","2020",1,3,16,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",38,"未使用",121.261532,24.870444,"桃園市","大溪區"
"同向擦撞","2020",1,3,16,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",33,"未使用",121.261532,24.870444,"桃園市","大溪區"
"穿越道路中","2020",1,4,6,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",45,"未使用",120.480737,22.684497,"屏東縣","屏東市"
"穿越道路中","2020",1,4,6,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",86,"非汽(機)車駕駛人",120.480737,22.684497,"屏東縣","屏東市"
"同向擦撞","2020",1,4,11,"晴","日間自然光線",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",61,"不明",120.85279,24.626757,"苗栗縣","造橋鄉"
"同向擦撞","2020",1,4,11,"晴","日間自然光線",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",37,"不明",120.85279,24.626757,"苗栗縣","造橋鄉"
"路口交岔撞","2020",1,4,17,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",21,"未使用",120.71198,24.291861,"臺中市","后里區"
"路口交岔撞","2020",1,4,17,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",65,"未使用",120.71198,24.291861,"臺中市","后里區"
"路口交岔撞","2020",1,4,17,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",63,"非汽(機)車駕駛人",120.71198,24.291861,"臺中市","后里區"
"追撞","2020",1,4,22,"晴","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",37,"未使用",120.703645,24.489687,"苗栗縣","通霄鎮"
"追撞","2020",1,4,22,"晴","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",70,"未使用",120.703645,24.489687,"苗栗縣","通霄鎮"
"追撞","2020",1,4,22,"晴","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",49,"未使用",120.703645,24.489687,"苗栗縣","通霄鎮"
"追撞","2020",1,4,22,"晴","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",21,"未使用",120.703645,24.489687,"苗栗縣","通霄鎮"
"撞路樹、電桿","2020",1,5,2,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",24,"不明",121.074681,24.783651,"新竹縣","芎林鄉"
"衝出路外","2020",1,5,3,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"彎曲路及附近","路肩、路緣","柏油","乾燥","不良","無號誌","中央分向島","快慢車道分隔線","有",39,"不明",120.677592,22.222674,"屏東縣","枋山鄉"
"衝出路外","2020",1,5,3,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"彎曲路及附近","路肩、路緣","柏油","乾燥","不良","無號誌","中央分向島","快慢車道分隔線","有",41,"非汽(機)車駕駛人",120.677592,22.222674,"屏東縣","枋山鄉"
"側撞","2020",1,5,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",72,"未使用",120.707586,24.182433,"臺中市","北屯區"
"側撞","2020",1,5,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",39,"未使用",120.707586,24.182433,"臺中市","北屯區"
"路上翻車、摔倒","2020",1,5,12,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",23,"不明",120.677701,24.200796,"臺中市","北屯區"
"路上翻車、摔倒","2020",1,5,12,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",28,"不明",120.677701,24.200796,"臺中市","北屯區"
"衝出路外","2020",1,5,13,"晴","日間自然光線",50,"彎曲路及附近","路肩、路緣","柏油","乾燥","不良","無號誌","雙向禁止超車線","快慢車道分隔線","有",26,"未使用",121.41785,23.25106,"臺東縣","長濱鄉"
"衝出路外","2020",1,5,13,"晴","日間自然光線",50,"彎曲路及附近","路肩、路緣","柏油","乾燥","不良","無號誌","雙向禁止超車線","快慢車道分隔線","有",22,"非汽(機)車駕駛人",121.41785,23.25106,"臺東縣","長濱鄉"
"撞號誌、標誌桿","2020",1,5,14,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",63,"非汽(機)車駕駛人",120.691822,23.831218,"南投縣","名間鄉"
"撞號誌、標誌桿","2020",1,5,14,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",82,"非汽(機)車駕駛人",120.691822,23.831218,"南投縣","名間鄉"
"撞號誌、標誌桿","2020",1,5,14,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",57,"非汽(機)車駕駛人",120.691822,23.831218,"南投縣","名間鄉"
"撞號誌、標誌桿","2020",1,5,14,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",29,"未使用",120.691822,23.831218,"南投縣","名間鄉"
"同向擦撞","2020",1,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",70,"未使用",121.196227,24.950325,"桃園市","平鎮區"
"同向擦撞","2020",1,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",66,"非汽(機)車駕駛人",121.196227,24.950325,"桃園市","平鎮區"
"同向擦撞","2020",1,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",66,"非汽(機)車駕駛人",121.196227,24.950325,"桃園市","平鎮區"
"同向擦撞","2020",1,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",97,"非汽(機)車駕駛人",121.196227,24.950325,"桃園市","平鎮區"
"同向擦撞","2020",1,5,19,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",65,"未使用",121.196227,24.950325,"桃園市","平鎮區"
"路口交岔撞","2020",1,5,23,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",27,"未使用",120.234586,23.023211,"臺南市","永康區"
"路口交岔撞","2020",1,5,23,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",26,"未使用",120.234586,23.023211,"臺南市","永康區"
"路口交岔撞","2020",1,5,23,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",31,"非汽(機)車駕駛人",120.234586,23.023211,"臺南市","永康區"
"側撞","2020",1,6,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",19,"不明",120.161017,23.002872,"臺南市","安平區"
"側撞","2020",1,6,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",23,"不明",120.161017,23.002872,"臺南市","安平區"
"側撞","2020",1,6,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",86,"非汽(機)車駕駛人",120.161017,23.002872,"臺南市","安平區"
"路口交岔撞","2020",1,6,8,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",58,"未使用",120.2691,22.60898,"高雄市","旗津區"
"路口交岔撞","2020",1,6,8,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",61,"未使用",120.2691,22.60898,"高雄市","旗津區"
"對向通行中","2020",1,6,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","寛式快慢車道分隔島(50公分以上)","無",24,"未使用",121.509371,25.04522,"臺北市","中正區"
"對向通行中","2020",1,6,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","寛式快慢車道分隔島(50公分以上)","無",84,"非汽(機)車駕駛人",121.509371,25.04522,"臺北市","中正區"
"路上翻車、摔倒","2020",1,6,17,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",55,"不明",120.937206,24.800548,"新竹市","香山區"
"追撞","2020",1,6,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",26,"未使用",120.295289,23.026142,"臺南市","新化區"
"追撞","2020",1,6,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",56,"不明",120.295289,23.026142,"臺南市","新化區"
"穿越道路中","2020",1,6,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",48,"未使用",121.540362,24.964583,"新北市","新店區"
"穿越道路中","2020",1,6,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",65,"非汽(機)車駕駛人",121.540362,24.964583,"新北市","新店區"
"側撞","2020",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",49,"",120.420023,22.588886,"高雄市","大寮區"
"側撞","2020",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",39,"不明",120.420023,22.588886,"高雄市","大寮區"
"側撞","2020",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",37,"未使用",120.420023,22.588886,"高雄市","大寮區"
"側撞","2020",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",19,"未使用",120.420023,22.588886,"高雄市","大寮區"
"側撞","2020",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",42,"未使用",120.420023,22.588886,"高雄市","大寮區"
"追撞","2020",1,7,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",34,"未使用",120.297178,22.7845,"高雄市","岡山區"
"追撞","2020",1,7,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",51,"未使用",120.297178,22.7845,"高雄市","岡山區"
"對撞","2020",1,7,17,"晴","晨或暮光",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",65,"未使用",120.5,22.88656,"高雄市","美濃區"
"對撞","2020",1,7,17,"晴","晨或暮光",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",28,"未使用",120.5,22.88656,"高雄市","美濃區"
"同向擦撞","2020",1,8,1,"晴","夜間(或隧道、地下道、涵洞)無照明",70,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",42,"未使用",120.590574,22.397563,"屏東縣","枋寮鄉"
"同向擦撞","2020",1,8,1,"晴","夜間(或隧道、地下道、涵洞)無照明",70,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",40,"未使用",120.590574,22.397563,"屏東縣","枋寮鄉"
"路口交岔撞","2020",1,8,7,"晴","日間自然光線",60,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",59,"不明",120.684359,23.900542,"南投縣","南投市"
"路口交岔撞","2020",1,8,7,"晴","日間自然光線",60,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",29,"不明",120.684359,23.900542,"南投縣","南投市"
"路口交岔撞","2020",1,8,7,"晴","日間自然光線",60,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",26,"非汽(機)車駕駛人",120.684359,23.900542,"南投縣","南投市"
"同向通行中","2020",1,8,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",71,"未使用",120.6829,24.140782,"臺中市","中區"
"同向通行中","2020",1,8,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",72,"非汽(機)車駕駛人",120.6829,24.140782,"臺中市","中區"
"側撞","2020",1,8,7,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",86,"未使用",120.352081,23.899664,"彰化縣","芳苑鄉"
"側撞","2020",1,8,7,"晴","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",49,"未使用",120.352081,23.899664,"彰化縣","芳苑鄉"
"撞護欄(樁)","2020",1,8,12,"晴","日間自然光線",50,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",44,"未使用",120.824485,24.621105,"苗栗縣","後龍鎮"
"路口交岔撞","2020",1,8,12,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",24,"未使用",120.229361,23.453212,"嘉義縣","朴子市"
"路口交岔撞","2020",1,8,12,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",19,"未使用",120.229361,23.453212,"嘉義縣","朴子市"
"側撞","2020",1,8,14,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",55,"未使用",120.543812,23.508812,"嘉義縣","竹崎鄉"
"側撞","2020",1,8,14,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",80,"未使用",120.543812,23.508812,"嘉義縣","竹崎鄉"
"側撞","2020",1,8,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",24,"未使用",120.698113,24.059871,"臺中市","霧峰區"
"側撞","2020",1,8,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",23,"未使用",120.698113,24.059871,"臺中市","霧峰區"
"側撞","2020",1,8,22,"晴","夜間(或隧道、地下道、涵洞)有照明",5,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",60,"未使用",120.281427,22.72764,"高雄市","楠梓區"
"側撞","2020",1,8,22,"晴","夜間(或隧道、地下道、涵洞)有照明",5,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","無",77,"非汽(機)車駕駛人",120.281427,22.72764,"高雄市","楠梓區"
"其他","2020",1,9,6,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",42,"未使用",120.626786,24.019339,"彰化縣","芬園鄉"
"其他","2020",1,9,6,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",78,"未使用",120.626786,24.019339,"彰化縣","芬園鄉"
"穿越道路中","2020",1,9,8,"晴","日間自然光線",60,"多岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",33,"未使用",120.484014,23.95716,"彰化縣","溪湖鎮"
"穿越道路中","2020",1,9,8,"晴","日間自然光線",60,"多岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",90,"非汽(機)車駕駛人",120.484014,23.95716,"彰化縣","溪湖鎮"
"路口交岔撞","2020",1,9,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",61,"不明",120.56537,23.829803,"彰化縣","溪州鄉"
"路口交岔撞","2020",1,9,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",52,"不明",120.56537,23.829803,"彰化縣","溪州鄉"
"路口交岔撞","2020",1,9,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",89,"非汽(機)車駕駛人",120.56537,23.829803,"彰化縣","溪州鄉"
"路口交岔撞","2020",1,9,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",92,"非汽(機)車駕駛人",120.56537,23.829803,"彰化縣","溪州鄉"
