"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"側撞","2021",4,10,16,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","行車分向線","快慢車道分隔線","有",65,"未使用",120.920972,24.701958,"苗栗縣","頭份市"
"側撞","2021",4,10,16,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","行車分向線","快慢車道分隔線","有",39,"未使用",120.920972,24.701958,"苗栗縣","頭份市"
"側撞","2021",4,10,16,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","行車分向線","快慢車道分隔線","有",30,"未使用",120.920972,24.701958,"苗栗縣","頭份市"
"同向擦撞","2021",4,10,17,"陰","日間自然光線",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",20,"未使用",121.473932,25.061249,"新北市","三重區"
"同向擦撞","2021",4,10,17,"陰","日間自然光線",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",18,"未使用",121.473932,25.061249,"新北市","三重區"
"撞交通島","2021",4,10,18,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",34,"非駕駛人",120.192582,22.933338,"臺南市","南區"
"撞交通島","2021",4,10,18,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",8,"非駕駛人",120.192582,22.933338,"臺南市","南區"
"撞交通島","2021",4,10,18,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",9,"非駕駛人",120.192582,22.933338,"臺南市","南區"
"撞交通島","2021",4,10,18,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",36,"未使用",120.192582,22.933338,"臺南市","南區"
"追撞","2021",4,10,23,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",53,"未使用",120.242058,22.926463,"臺南市","仁德區"
"追撞","2021",4,10,23,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",43,"未使用",120.242058,22.926463,"臺南市","仁德區"
"追撞","2021",4,11,14,"晴","日間自然光線",60,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",17,"不明",120.256158,23.707691,"雲林縣","東勢鄉"
"追撞","2021",4,11,14,"晴","日間自然光線",60,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",85,"不明",120.256158,23.707691,"雲林縣","東勢鄉"
"撞橋樑、建築物","2021",4,11,18,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",54,"未使用",120.527908,23.924058,"彰化縣","永靖鄉"
"側撞","2021",4,11,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","無",39,"未使用",121.578903,25.073895,"臺北市","內湖區"
"側撞","2021",4,11,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","無",67,"未使用",121.578903,25.073895,"臺北市","內湖區"
"穿越道路中","2021",4,11,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",26,"未使用",121.549165,25.048221,"臺北市","松山區"
"穿越道路中","2021",4,11,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",15,"非駕駛人",121.549165,25.048221,"臺北市","松山區"
"同向擦撞","2021",4,12,9,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",54,"未使用",121.082363,25.033666,"桃園市","觀音區"
"同向擦撞","2021",4,12,9,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",37,"未使用",121.082363,25.033666,"桃園市","觀音區"
"同向擦撞","2021",4,12,9,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",38,"未使用",121.082363,25.033666,"桃園市","觀音區"
"路上翻車、摔倒","2021",4,12,11,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",64,"非駕駛人",121.542779,24.953206,"新北市","新店區"
"追撞","2021",4,12,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",51,"不明",120.356358,23.493099,"嘉義縣","太保市"
"追撞","2021",4,12,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",77,"未使用",120.356358,23.493099,"嘉義縣","太保市"
"追撞","2021",4,12,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",60,"未使用",120.356358,23.493099,"嘉義縣","太保市"
"路口交岔撞","2021",4,12,12,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",50,"未使用",120.140948,23.136229,"臺南市","七股區"
"路口交岔撞","2021",4,12,12,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",54,"未使用",120.140948,23.136229,"臺南市","七股區"
"追撞","2021",4,12,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",63,"使用免持或未有礙駕駛安全",121.266856,25.062515,"桃園市","蘆竹區"
"追撞","2021",4,12,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",69,"使用免持或未有礙駕駛安全",121.266856,25.062515,"桃園市","蘆竹區"
"追撞","2021",4,12,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",39,"未使用",121.266856,25.062515,"桃園市","蘆竹區"
"其他","2021",4,12,20,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",51,"非駕駛人",120.686858,23.992372,"南投縣","草屯鎮"
"其他","2021",4,12,20,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",57,"未使用",120.686858,23.992372,"南投縣","草屯鎮"
"撞護欄(樁)","2021",4,12,22,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",24,"未使用",120.484795,23.832316,"彰化縣","溪州鄉"
"撞護欄(樁)","2021",4,12,22,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",29,"未使用",120.484795,23.832316,"彰化縣","溪州鄉"
"撞護欄(樁)","2021",4,12,22,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",31,"未使用",120.484795,23.832316,"彰化縣","溪州鄉"
"撞護欄(樁)","2021",4,12,22,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",29,"未使用",120.484795,23.832316,"彰化縣","溪州鄉"
"撞護欄(樁)","2021",4,12,22,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",27,"非駕駛人",120.484795,23.832316,"彰化縣","溪州鄉"
"撞護欄(樁)","2021",4,12,22,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",25,"未使用",120.484795,23.832316,"彰化縣","溪州鄉"
"穿越道路中","2021",4,13,4,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",53,"未使用",121.59062,25.066251,"臺北市","內湖區"
"穿越道路中","2021",4,13,4,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",47,"非駕駛人",121.59062,25.066251,"臺北市","內湖區"
"側撞","2021",4,13,9,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",48,"未使用",120.407774,22.586667,"高雄市","大寮區"
"側撞","2021",4,13,9,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",38,"未使用",120.407774,22.586667,"高雄市","大寮區"
"路口交岔撞","2021",4,13,9,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",39,"不明",120.521934,23.856987,"彰化縣","溪州鄉"
"路口交岔撞","2021",4,13,9,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",81,"不明",120.521934,23.856987,"彰化縣","溪州鄉"
"側撞","2021",4,13,14,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",58,"未使用",121.837716,24.61175,"宜蘭縣","蘇澳鎮"
"側撞","2021",4,13,14,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",65,"未使用",121.837716,24.61175,"宜蘭縣","蘇澳鎮"
"其他","2021",4,13,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",26,"不明",120.259939,23.675266,"雲林縣","東勢鄉"
"其他","2021",4,13,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",75,"非駕駛人",120.259939,23.675266,"雲林縣","東勢鄉"
"穿越道路中","2021",4,13,22,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",30,"未使用",121.79608,24.671749,"宜蘭縣","羅東鎮"
"穿越道路中","2021",4,13,22,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",74,"非駕駛人",121.79608,24.671749,"宜蘭縣","羅東鎮"
"路口交岔撞","2021",4,14,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",23,"不明",120.669823,24.147341,"臺中市","西區"
"路口交岔撞","2021",4,14,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",22,"不明",120.669823,24.147341,"臺中市","西區"
"穿越道路中","2021",4,14,8,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",33,"未使用",121.427704,25.046482,"新北市","泰山區"
"穿越道路中","2021",4,14,8,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",83,"非駕駛人",121.427704,25.046482,"新北市","泰山區"
"其他","2021",4,14,14,"雨","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","無",61,"未使用",121.546432,25.015716,"臺北市","大安區"
"撞護欄(樁)","2021",4,14,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",35,"不明",120.226224,23.761961,"雲林縣","麥寮鄉"
"側撞","2021",4,15,10,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",61,"未使用",120.264524,23.525619,"嘉義縣","六腳鄉"
"側撞","2021",4,15,10,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",64,"未使用",120.264524,23.525619,"嘉義縣","六腳鄉"
"對撞","2021",4,15,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",40,"不明",121.203441,24.778366,"新竹縣","關西鎮"
"對撞","2021",4,15,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",67,"不明",121.203441,24.778366,"新竹縣","關西鎮"
"衝出路外","2021",4,16,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",24,"未使用",121.57714,23.963375,"花蓮縣","吉安鄉"
"撞號誌、標誌桿","2021",4,16,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",14,"未使用",120.738312,24.179437,"臺中市","北屯區"
"撞號誌、標誌桿","2021",4,16,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",21,"非駕駛人",120.738312,24.179437,"臺中市","北屯區"
"側撞","2021",4,16,8,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",61,"未使用",120.285453,23.135285,"臺南市","善化區"
"側撞","2021",4,16,8,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",23,"未使用",120.285453,23.135285,"臺南市","善化區"
"側撞","2021",4,16,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",52,"未使用",120.681736,24.102608,"臺中市","大里區"
"側撞","2021",4,16,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",23,"未使用",120.681736,24.102608,"臺中市","大里區"
"側撞","2021",4,16,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",71,"未使用",120.681736,24.102608,"臺中市","大里區"
"側撞","2021",4,16,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",55,"未使用",120.681736,24.102608,"臺中市","大里區"
"側撞","2021",4,16,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",53,"未使用",120.681736,24.102608,"臺中市","大里區"
"側撞","2021",4,16,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",58,"未使用",120.681736,24.102608,"臺中市","大里區"
"側撞","2021",4,16,10,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",34,"未使用",121.35288,25.053251,"桃園市","龜山區"
"側撞","2021",4,16,10,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",28,"未使用",121.35288,25.053251,"桃園市","龜山區"
"側撞","2021",4,16,10,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",42,"未使用",121.35288,25.053251,"桃園市","龜山區"
"側撞","2021",4,16,15,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",63,"未使用",120.200615,23.011732,"臺南市","北區"
"側撞","2021",4,16,15,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",28,"未使用",120.200615,23.011732,"臺南市","北區"
"對向擦撞","2021",4,16,16,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",67,"未使用",120.230754,22.995366,"臺南市","東區"
"對向擦撞","2021",4,16,16,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",36,"未使用",120.230754,22.995366,"臺南市","東區"
"對撞","2021",4,16,20,"雨","夜間(或隧道、地下道、涵洞)無照明",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",66,"未使用",120.736253,22.211192,"屏東縣","獅子鄉"
"對撞","2021",4,16,20,"雨","夜間(或隧道、地下道、涵洞)無照明",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",56,"未使用",120.736253,22.211192,"屏東縣","獅子鄉"
"撞路樹、電桿","2021",4,17,12,"晴","日間自然光線",60,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",25,"未使用",120.93026,24.523866,"苗栗縣","獅潭鄉"
"撞路樹、電桿","2021",4,17,13,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",71,"未使用",120.621732,22.591331,"屏東縣","萬巒鄉"
"撞路樹、電桿","2021",4,17,13,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",42,"未使用",120.621732,22.591331,"屏東縣","萬巒鄉"
"撞路樹、電桿","2021",4,17,13,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",46,"未使用",120.621732,22.591331,"屏東縣","萬巒鄉"
"撞路樹、電桿","2021",4,17,13,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",38,"未使用",120.621732,22.591331,"屏東縣","萬巒鄉"
"撞護欄(樁)","2021",4,17,17,"晴","日間自然光線",35,"彎曲路及附近","慢車道","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",20,"不明",120.628784,24.173432,"臺中市","西屯區"
"對撞","2021",4,17,20,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",22,"未使用",120.532766,23.463013,"嘉義縣","番路鄉"
"對撞","2021",4,17,20,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",21,"非駕駛人",120.532766,23.463013,"嘉義縣","番路鄉"
"對撞","2021",4,17,20,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",24,"非駕駛人",120.532766,23.463013,"嘉義縣","番路鄉"
"對撞","2021",4,17,20,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",25,"非駕駛人",120.532766,23.463013,"嘉義縣","番路鄉"
"對撞","2021",4,17,20,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",40,"未使用",120.532766,23.463013,"嘉義縣","番路鄉"
"撞工程施工","2021",4,17,21,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","寛式快慢車道分隔島(50公分以上)","有",49,"未使用",120.532895,24.272731,"臺中市","清水區"
"追撞","2021",4,18,1,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",25,"使用手持或有礙駕駛安全",120.876545,24.705293,"苗栗縣","竹南鎮"
"追撞","2021",4,18,1,"晴","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",74,"使用免持或未有礙駕駛安全",120.876545,24.705293,"苗栗縣","竹南鎮"
"撞號誌、標誌桿","2021",4,18,3,"晴","夜間(或隧道、地下道、涵洞)無照明",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",32,"不明",120.592274,24.078295,"彰化縣","彰化市"
"其他","2021",4,18,12,"晴","日間自然光線",60,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",50,"未使用",120.624111,24.357463,"臺中市","大甲區"
"其他","2021",4,18,12,"晴","日間自然光線",60,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",68,"未使用",120.624111,24.357463,"臺中市","大甲區"
"穿越道路中","2021",4,18,19,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",64,"未使用",120.58082,22.588206,"屏東縣","萬巒鄉"
"穿越道路中","2021",4,18,19,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",77,"非駕駛人",120.58082,22.588206,"屏東縣","萬巒鄉"
"撞路樹、電桿","2021",4,18,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",59,"未使用",121.432627,25.061234,"新北市","泰山區"
"撞路樹、電桿","2021",4,18,22,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",57,"未使用",121.432627,25.061234,"新北市","泰山區"
"其他","2021",4,19,0,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",25,"未使用",121.701355,24.744801,"宜蘭縣","員山鄉"
"其他","2021",4,19,0,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",40,"非駕駛人",121.701355,24.744801,"宜蘭縣","員山鄉"
"追撞","2021",4,19,10,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",72,"不明",121.770529,24.688107,"宜蘭縣","羅東鎮"
"追撞","2021",4,19,10,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",30,"不明",121.770529,24.688107,"宜蘭縣","羅東鎮"
"側撞","2021",4,19,11,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",45,"未使用",120.325803,22.569492,"高雄市","前鎮區"
"側撞","2021",4,19,11,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",26,"未使用",120.325803,22.569492,"高雄市","前鎮區"
"追撞","2021",4,19,11,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",66,"不明",121.261485,25.012719,"桃園市","蘆竹區"
"追撞","2021",4,19,11,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",37,"未使用",121.261485,25.012719,"桃園市","蘆竹區"
"撞路樹、電桿","2021",4,19,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",63,"未使用",121.401483,24.976986,"新北市","樹林區"
"側撞","2021",4,20,6,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",26,"未使用",121.604405,23.983358,"花蓮縣","花蓮市"
"側撞","2021",4,20,6,"晴","日間自然光線",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",25,"未使用",121.604405,23.983358,"花蓮縣","花蓮市"
"追撞","2021",4,20,7,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",26,"未使用",121.769142,24.718535,"宜蘭縣","宜蘭市"
"追撞","2021",4,20,7,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",29,"未使用",121.769142,24.718535,"宜蘭縣","宜蘭市"
"側撞","2021",4,20,13,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",24,"不明",121.390575,24.968569,"新北市","樹林區"
