"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"側撞","2021",1,1,13,"陰","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",28,"非駕駛人",121.465555,25.041909,"新北市","新莊區"
"追撞","2021",1,1,15,"晴","日間自然光線",60,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",72,"未使用",120.41658,23.634047,"雲林縣","大埤鄉"
"追撞","2021",1,1,15,"晴","日間自然光線",60,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",42,"未使用",120.41658,23.634047,"雲林縣","大埤鄉"
"撞護欄(樁)","2021",1,1,16,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",41,"不明",120.423783,23.071161,"臺南市","玉井區"
"撞護欄(樁)","2021",1,1,16,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",40,"未使用",120.423783,23.071161,"臺南市","玉井區"
"撞護欄(樁)","2021",1,1,16,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",63,"非駕駛人",120.423783,23.071161,"臺南市","玉井區"
"撞護欄(樁)","2021",1,1,16,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",36,"非駕駛人",120.423783,23.071161,"臺南市","玉井區"
"穿越道路中","2021",1,1,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",56,"未使用",120.957925,24.600989,"苗栗縣","南庄鄉"
"穿越道路中","2021",1,1,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",55,"不明",120.957925,24.600989,"苗栗縣","南庄鄉"
"同向擦撞","2021",1,2,9,"晴","日間自然光線",70,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",58,"未使用",120.543028,24.171578,"臺中市","龍井區"
"同向擦撞","2021",1,2,9,"晴","日間自然光線",70,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",32,"未使用",120.543028,24.171578,"臺中市","龍井區"
"側撞","2021",1,2,9,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",61,"未使用",120.186905,23.373336,"嘉義縣","布袋鎮"
"側撞","2021",1,2,9,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",50,"未使用",120.186905,23.373336,"嘉義縣","布袋鎮"
"路上翻車、摔倒","2021",1,2,20,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",51,"未使用",121.745872,24.656693,"宜蘭縣","冬山鄉"
"穿越道路中","2021",1,2,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",64,"不明",121.733743,24.696659,"宜蘭縣","三星鄉"
"穿越道路中","2021",1,2,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",82,"非駕駛人",121.733743,24.696659,"宜蘭縣","三星鄉"
"對向擦撞","2021",1,3,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",25,"不明",120.978169,23.946037,"南投縣","埔里鎮"
"對向擦撞","2021",1,3,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",77,"不明",120.978169,23.946037,"南投縣","埔里鎮"
"對向擦撞","2021",1,3,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",71,"不明",120.978169,23.946037,"南投縣","埔里鎮"
"對向擦撞","2021",1,3,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",62,"不明",120.978169,23.946037,"南投縣","埔里鎮"
"側撞","2021",1,3,23,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",22,"未使用",121.441968,25.081495,"新北市","五股區"
"側撞","2021",1,3,23,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",21,"非駕駛人",121.441968,25.081495,"新北市","五股區"
"側撞","2021",1,3,23,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",23,"未使用",121.441968,25.081495,"新北市","五股區"
"路上翻車、摔倒","2021",1,4,10,"雨","日間自然光線",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",26,"不明",121.162304,24.845509,"桃園市","龍潭區"
"路上翻車、摔倒","2021",1,4,10,"雨","日間自然光線",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",73,"未使用",121.162304,24.845509,"桃園市","龍潭區"
"側撞","2021",1,4,11,"雨","日間自然光線",50,"三岔路","交叉口附近","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","有",18,"未使用",121.453435,25.161918,"新北市","淡水區"
"側撞","2021",1,4,11,"雨","日間自然光線",50,"三岔路","交叉口附近","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","有",75,"未使用",121.453435,25.161918,"新北市","淡水區"
"路口交岔撞","2021",1,4,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",49,"未使用",120.676629,24.109353,"臺中市","大里區"
"路口交岔撞","2021",1,4,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",51,"未使用",120.676629,24.109353,"臺中市","大里區"
"撞路樹、電桿","2021",1,4,15,"晴","日間自然光線",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",82,"未使用",120.523701,22.625022,"屏東縣","竹田鄉"
"其他","2021",1,4,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",43,"未使用",121.525558,25.091478,"臺北市","士林區"
"其他","2021",1,4,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",72,"非駕駛人",121.525558,25.091478,"臺北市","士林區"
"撞路樹、電桿","2021",1,4,23,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",31,"不明",120.525469,24.032475,"彰化縣","花壇鄉"
"對撞","2021",1,5,0,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",49,"未使用",121.820238,24.71211,"宜蘭縣","五結鄉"
"對撞","2021",1,5,0,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",60,"未使用",121.820238,24.71211,"宜蘭縣","五結鄉"
"穿越道路中","2021",1,5,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",26,"未使用",121.427843,24.985126,"新北市","板橋區"
"穿越道路中","2021",1,5,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",85,"非駕駛人",121.427843,24.985126,"新北市","板橋區"
"同向擦撞","2021",1,5,6,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",56,"未使用",120.268809,23.107662,"臺南市","善化區"
"同向擦撞","2021",1,5,6,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",24,"未使用",120.268809,23.107662,"臺南市","善化區"
"穿越道路中","2021",1,5,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",58,"非駕駛人",121.081728,22.786144,"臺東縣","卑南鄉"
"穿越道路中","2021",1,5,7,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",18,"未使用",121.081728,22.786144,"臺東縣","卑南鄉"
"倒車撞","2021",1,5,11,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",40,"未使用",120.396445,23.624008,"嘉義縣","溪口鄉"
"倒車撞","2021",1,5,11,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",69,"未使用",120.396445,23.624008,"嘉義縣","溪口鄉"
"側撞","2021",1,5,15,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",72,"非駕駛人",120.243525,22.767126,"高雄市","彌陀區"
"側撞","2021",1,5,15,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",53,"未使用",120.243525,22.767126,"高雄市","彌陀區"
"其他","2021",1,6,2,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"其他","快車道","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",37,"不明",121.32296,24.96073,"桃園市","八德區"
"其他","2021",1,6,2,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"其他","快車道","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",42,"非駕駛人",121.32296,24.96073,"桃園市","八德區"
"撞橋樑、建築物","2021",1,6,2,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","其他","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",25,"未使用",120.710727,24.565747,"苗栗縣","通霄鎮"
"撞橋樑、建築物","2021",1,6,2,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","其他","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",15,"非駕駛人",120.710727,24.565747,"苗栗縣","通霄鎮"
"路口交岔撞","2021",1,6,12,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","濕潤","不良","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",28,"未使用",121.76281,24.699133,"宜蘭縣","羅東鎮"
"路口交岔撞","2021",1,6,12,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","濕潤","不良","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",67,"未使用",121.76281,24.699133,"宜蘭縣","羅東鎮"
"其他","2021",1,6,16,"晴","日間自然光線",40,"直路","快車道","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",59,"不明",120.526622,24.227253,"臺中市","梧棲區"
"其他","2021",1,6,16,"晴","日間自然光線",40,"直路","快車道","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",42,"未使用",120.526622,24.227253,"臺中市","梧棲區"
"撞護欄(樁)","2021",1,6,17,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",18,"未使用",120.592521,24.250328,"臺中市","沙鹿區"
"撞護欄(樁)","2021",1,6,17,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"直路","機車專用道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",17,"未使用",120.592521,24.250328,"臺中市","沙鹿區"
"側撞","2021",1,6,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",25,"未使用",120.663479,24.185442,"臺中市","北屯區"
"側撞","2021",1,6,19,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",23,"未使用",120.663479,24.185442,"臺中市","北屯區"
"撞路樹、電桿","2021",1,6,21,"陰","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",63,"未使用",120.52953,22.620011,"屏東縣","竹田鄉"
"穿越道路中","2021",1,7,0,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","行人穿越道","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","有",73,"未使用",121.544018,25.057853,"臺北市","中山區"
"穿越道路中","2021",1,7,0,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","行人穿越道","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","有",81,"非駕駛人",121.544018,25.057853,"臺北市","中山區"
"撞路樹、電桿","2021",1,7,4,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",60,"未使用",120.229231,22.981324,"臺南市","東區"
"路上翻車、摔倒","2021",1,7,15,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",19,"未使用",120.591547,23.979805,"彰化縣","員林市"
"路上翻車、摔倒","2021",1,7,15,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",41,"未使用",120.591547,23.979805,"彰化縣","員林市"
"穿越道路中","2021",1,8,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",33,"未使用",120.467524,22.658249,"屏東縣","屏東市"
"穿越道路中","2021",1,8,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",39,"非駕駛人",120.467524,22.658249,"屏東縣","屏東市"
"穿越道路中","2021",1,8,10,"雨","日間自然光線",50,"三岔路","交叉口附近","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","有",73,"非駕駛人",121.428966,25.05074,"新北市","泰山區"
"穿越道路中","2021",1,8,10,"雨","日間自然光線",50,"三岔路","交叉口附近","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","有",24,"未使用",121.428966,25.05074,"新北市","泰山區"
"其他","2021",1,8,13,"陰","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",32,"未使用",120.568079,23.989428,"彰化縣","大村鄉"
"其他","2021",1,8,13,"陰","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",48,"未使用",120.568079,23.989428,"彰化縣","大村鄉"
"側撞","2021",1,8,15,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",40,"未使用",120.257223,22.991556,"臺南市","仁德區"
"側撞","2021",1,8,15,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",28,"未使用",120.257223,22.991556,"臺南市","仁德區"
"撞動物","2021",1,8,16,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",110,"",120.366022,22.508725,"高雄市","林園區"
"撞動物","2021",1,8,16,"晴","日間自然光線",50,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",65,"未使用",120.366022,22.508725,"高雄市","林園區"
"對向擦撞","2021",1,8,17,"晴","日間自然光線",40,"橋樑","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",63,"未使用",120.273947,22.771166,"高雄市","梓官區"
"對向擦撞","2021",1,8,17,"晴","日間自然光線",40,"橋樑","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",53,"不明",120.273947,22.771166,"高雄市","梓官區"
"追撞","2021",1,8,17,"晴","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",51,"不明",120.486166,22.549821,"屏東縣","萬丹鄉"
"追撞","2021",1,8,17,"晴","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",59,"未使用",120.486166,22.549821,"屏東縣","萬丹鄉"
"側撞","2021",1,9,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",56,"未使用",120.195274,22.995693,"臺南市","西區"
"側撞","2021",1,9,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",27,"未使用",120.195274,22.995693,"臺南市","西區"
"撞路樹、電桿","2021",1,9,12,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",71,"不明",120.361292,23.309723,"臺南市","東山區"
"其他","2021",1,9,14,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",34,"不明",120.547814,24.091097,"彰化縣","彰化市"
"其他","2021",1,9,14,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",47,"不明",120.547814,24.091097,"彰化縣","彰化市"
"其他","2021",1,9,14,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",55,"不明",120.547814,24.091097,"彰化縣","彰化市"
"其他","2021",1,9,14,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",58,"不明",120.547814,24.091097,"彰化縣","彰化市"
"其他","2021",1,9,14,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",48,"不明",120.547814,24.091097,"彰化縣","彰化市"
"其他","2021",1,9,14,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",45,"不明",120.547814,24.091097,"彰化縣","彰化市"
"撞工程施工","2021",1,9,15,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",61,"未使用",120.281829,23.310689,"臺南市","新營區"
"撞護欄(樁)","2021",1,10,3,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",56,"不明",120.782498,24.483412,"苗栗縣","銅鑼鄉"
"撞護欄(樁)","2021",1,10,3,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",29,"未使用",120.782498,24.483412,"苗栗縣","銅鑼鄉"
"撞護欄(樁)","2021",1,10,3,"晴","夜間(或隧道、地下道、涵洞)有照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",40,"未使用",120.782498,24.483412,"苗栗縣","銅鑼鄉"
"同向通行中","2021",1,10,6,"陰","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",24,"不明",120.581711,23.912492,"彰化縣","社頭鄉"
"同向通行中","2021",1,10,6,"陰","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",63,"非駕駛人",120.581711,23.912492,"彰化縣","社頭鄉"
"路上翻車、摔倒","2021",1,10,10,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",20,"未使用",120.490688,24.127287,"彰化縣","和美鎮"
"路口交岔撞","2021",1,10,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",44,"非駕駛人",120.626766,24.374901,"臺中市","大甲區"
"路口交岔撞","2021",1,10,11,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",47,"未使用",120.626766,24.374901,"臺中市","大甲區"
"撞號誌、標誌桿","2021",1,10,18,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",47,"不明",120.672991,24.081261,"臺中市","大里區"
"路口交岔撞","2021",1,10,20,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",40,"未使用",120.480364,24.017853,"彰化縣","福興鄉"
"路口交岔撞","2021",1,10,20,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",33,"未使用",120.480364,24.017853,"彰化縣","福興鄉"
"穿越道路中","2021",1,11,2,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",40,"不明",120.999098,24.634867,"苗栗縣","南庄鄉"
"穿越道路中","2021",1,11,2,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",41,"不明",120.999098,24.634867,"苗栗縣","南庄鄉"
"其他","2021",1,11,6,"雨","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",54,"未使用",120.675193,24.173921,"臺中市","北屯區"
"其他","2021",1,11,6,"雨","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",75,"未使用",120.675193,24.173921,"臺中市","北屯區"
"其他","2021",1,11,6,"雨","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",29,"未使用",120.675193,24.173921,"臺中市","北屯區"
"其他","2021",1,11,6,"雨","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",55,"未使用",120.675193,24.173921,"臺中市","北屯區"
