"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"其他","2022",1,2,8,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",42,"未使用",121.769642,24.69355,"宜蘭縣","五結鄉"
"同向通行中","2022",1,2,10,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"地下道","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",67,"未使用",120.393775,23.426735,"嘉義縣","水上鄉"
"同向通行中","2022",1,2,10,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"地下道","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",81,"非駕駛人",120.393775,23.426735,"嘉義縣","水上鄉"
"側撞","2022",1,2,12,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",47,"未使用",121.1243,24.723004,"新竹縣","橫山鄉"
"側撞","2022",1,2,12,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",29,"未使用",121.1243,24.723004,"新竹縣","橫山鄉"
"其他","2022",1,2,18,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",48,"未使用",121.12067,24.942567,"桃園市","楊梅區"
"其他","2022",1,2,18,"晴","夜間(或隧道、地下道、涵洞)有照明",70,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",56,"未使用",121.12067,24.942567,"桃園市","楊梅區"
"同向通行中","2022",1,3,6,"晴","晨或暮光",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",67,"不明",120.9177,24.830363,"新竹市","北區"
"同向通行中","2022",1,3,6,"晴","晨或暮光",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",88,"非駕駛人",120.9177,24.830363,"新竹市","北區"
"側撞","2022",1,3,14,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",38,"未使用",120.183539,23.238279,"臺南市","學甲區"
"側撞","2022",1,3,14,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",86,"未使用",120.183539,23.238279,"臺南市","學甲區"
"側撞","2022",1,3,15,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",49,"不明",120.425678,23.781693,"雲林縣","二崙鄉"
"側撞","2022",1,3,15,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",24,"不明",120.425678,23.781693,"雲林縣","二崙鄉"
"側撞","2022",1,3,15,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",29,"非駕駛人",120.425678,23.781693,"雲林縣","二崙鄉"
"側撞","2022",1,3,15,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",38,"非駕駛人",120.425678,23.781693,"雲林縣","二崙鄉"
"撞路樹、電桿","2022",1,3,15,"晴","日間自然光線",50,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",50,"未使用",121.242182,24.892017,"桃園市","平鎮區"
"路口交岔撞","2022",1,3,17,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",52,"未使用",120.289087,22.744546,"高雄市","橋頭區"
"路口交岔撞","2022",1,3,17,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",78,"未使用",120.289087,22.744546,"高雄市","橋頭區"
"其他","2022",1,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",44,"不明",121.603284,25.07336,"臺北市","內湖區"
"其他","2022",1,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",76,"未使用",121.603284,25.07336,"臺北市","內湖區"
"其他","2022",1,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",40,"未使用",121.603284,25.07336,"臺北市","內湖區"
"路上翻車、摔倒","2022",1,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",19,"未使用",120.453833,23.605946,"嘉義縣","大林鎮"
"路上翻車、摔倒","2022",1,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",33,"未使用",120.453833,23.605946,"嘉義縣","大林鎮"
"路上翻車、摔倒","2022",1,3,20,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",48,"未使用",120.453833,23.605946,"嘉義縣","大林鎮"
"穿越道路中","2022",1,4,2,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",54,"非駕駛人",121.557744,25.041145,"臺北市","信義區"
"穿越道路中","2022",1,4,2,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",53,"不明",121.557744,25.041145,"臺北市","信義區"
"側撞","2022",1,4,5,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",38,"未使用",120.241365,22.918509,"臺南市","仁德區"
"側撞","2022",1,4,5,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",48,"不明",120.241365,22.918509,"臺南市","仁德區"
"側撞","2022",1,4,5,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",21,"非駕駛人",120.241365,22.918509,"臺南市","仁德區"
"穿越道路中","2022",1,4,6,"晴","晨或暮光",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",50,"不明",121.085675,24.763831,"新竹縣","芎林鄉"
"穿越道路中","2022",1,4,6,"晴","晨或暮光",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",83,"不明",121.085675,24.763831,"新竹縣","芎林鄉"
"其他","2022",1,4,11,"晴","日間自然光線",40,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",42,"未使用",120.312536,22.797866,"高雄市","岡山區"
"其他","2022",1,4,11,"晴","日間自然光線",40,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",59,"非駕駛人",120.312536,22.797866,"高雄市","岡山區"
"撞橋樑、建築物","2022",1,4,13,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",67,"不明",120.742683,24.15743,"臺中市","太平區"
"撞橋樑、建築物","2022",1,4,13,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",65,"未使用",120.742683,24.15743,"臺中市","太平區"
"撞橋樑、建築物","2022",1,4,13,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",71,"未使用",120.742683,24.15743,"臺中市","太平區"
"撞橋樑、建築物","2022",1,4,13,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",67,"未使用",120.742683,24.15743,"臺中市","太平區"
"路口交岔撞","2022",1,5,8,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",68,"未使用",121.299793,25.042555,"桃園市","龜山區"
"路口交岔撞","2022",1,5,8,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",28,"未使用",121.299793,25.042555,"桃園市","龜山區"
"同向擦撞","2022",1,5,11,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",52,"未使用",120.3757,22.69664,"高雄市","仁武區"
"同向擦撞","2022",1,5,11,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",59,"未使用",120.3757,22.69664,"高雄市","仁武區"
"同向擦撞","2022",1,5,11,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","有",67,"非駕駛人",120.3757,22.69664,"高雄市","仁武區"
"同向通行中","2022",1,5,16,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",25,"不明",121.753367,24.678192,"宜蘭縣","羅東鎮"
"同向通行中","2022",1,5,16,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",86,"非駕駛人",121.753367,24.678192,"宜蘭縣","羅東鎮"
"同向通行中","2022",1,5,16,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",30,"非駕駛人",121.753367,24.678192,"宜蘭縣","羅東鎮"
"側撞","2022",1,5,16,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",43,"不明",121.308659,25.018669,"桃園市","桃園區"
"側撞","2022",1,5,16,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",18,"不明",121.308659,25.018669,"桃園市","桃園區"
"路口交岔撞","2022",1,5,16,"晴","日間自然光線",30,"四岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",43,"未使用",120.520689,24.041924,"彰化縣","花壇鄉"
"路口交岔撞","2022",1,5,16,"晴","日間自然光線",30,"四岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",81,"未使用",120.520689,24.041924,"彰化縣","花壇鄉"
"穿越道路中","2022",1,5,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",73,"非駕駛人",121.250965,24.862166,"桃園市","大溪區"
"穿越道路中","2022",1,5,19,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",32,"未使用",121.250965,24.862166,"桃園市","大溪區"
"撞交通島","2022",1,6,22,"雨","夜間(或隧道、地下道、涵洞)有照明",80,"高架道路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",43,"不明",121.398394,25.141247,"新北市","五股區"
"同向擦撞","2022",1,6,23,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",39,"未使用",120.248579,23.101022,"臺南市","安定區"
"同向擦撞","2022",1,6,23,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",62,"不明",120.248579,23.101022,"臺南市","安定區"
"同向擦撞","2022",1,6,23,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",21,"未使用",120.248579,23.101022,"臺南市","安定區"
"同向擦撞","2022",1,6,23,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",38,"未使用",120.248579,23.101022,"臺南市","安定區"
"同向擦撞","2022",1,6,23,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",34,"未使用",120.248579,23.101022,"臺南市","安定區"
"同向擦撞","2022",1,6,23,"晴","夜間(或隧道、地下道、涵洞)有照明",90,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",24,"未使用",120.248579,23.101022,"臺南市","安定區"
"其他","2022",1,7,10,"陰","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",46,"不明",121.513597,25.066415,"臺北市","大同區"
"其他","2022",1,7,10,"陰","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",70,"不明",121.513597,25.066415,"臺北市","大同區"
"其他","2022",1,7,12,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",51,"未使用",120.285329,23.075751,"臺南市","新市區"
"其他","2022",1,7,12,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",28,"不明",120.285329,23.075751,"臺南市","新市區"
"其他","2022",1,7,12,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",35,"不明",120.285329,23.075751,"臺南市","新市區"
"其他","2022",1,7,12,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",39,"未使用",121.197435,23.101927,"臺東縣","池上鄉"
"其他","2022",1,7,12,"晴","日間自然光線",60,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","無",41,"未使用",121.197435,23.101927,"臺東縣","池上鄉"
"路口交岔撞","2022",1,7,16,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","不良","無號誌","無","未繪設快慢車道分隔線","有",71,"不明",120.2818,23.747296,"雲林縣","麥寮鄉"
"路口交岔撞","2022",1,7,16,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","不良","無號誌","無","未繪設快慢車道分隔線","有",53,"不明",120.2818,23.747296,"雲林縣","麥寮鄉"
"撞橋樑、建築物","2022",1,7,23,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"直路","直線匝道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",44,"未使用",120.672511,24.105498,"臺中市","大里區"
"側撞","2022",1,8,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",55,"未使用",121.532598,25.038135,"臺北市","中正區"
"側撞","2022",1,8,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",26,"未使用",121.532598,25.038135,"臺北市","中正區"
"側撞","2022",1,8,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",27,"未使用",121.532598,25.038135,"臺北市","中正區"
"側撞","2022",1,8,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",23,"非駕駛人",121.532598,25.038135,"臺北市","中正區"
"撞交通島","2022",1,8,16,"晴","日間自然光線",60,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",69,"未使用",121.141822,22.77514,"臺東縣","臺東市"
"撞交通島","2022",1,8,16,"晴","日間自然光線",60,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",68,"未使用",121.141822,22.77514,"臺東縣","臺東市"
"撞交通島","2022",1,8,16,"晴","日間自然光線",60,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",37,"未使用",121.141822,22.77514,"臺東縣","臺東市"
"衝出路外","2022",1,8,17,"晴","晨或暮光",50,"彎曲路及附近","路肩、路緣","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",46,"不明",118.461283,24.442848,"金門縣","金湖鎮"
"側撞","2022",1,9,5,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"坡路","一般車道(未劃分快慢車道)","柏油","乾燥","不良","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",20,"不明",120.628448,24.012001,"彰化縣","芬園鄉"
"側撞","2022",1,9,5,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"坡路","一般車道(未劃分快慢車道)","柏油","乾燥","不良","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",28,"不明",120.628448,24.012001,"彰化縣","芬園鄉"
"側撞","2022",1,9,5,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"坡路","一般車道(未劃分快慢車道)","柏油","乾燥","不良","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",28,"不明",120.628448,24.012001,"彰化縣","芬園鄉"
"其他","2022",1,9,13,"陰","日間自然光線",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",26,"未使用",121.225152,24.934913,"桃園市","平鎮區"
"其他","2022",1,9,13,"陰","日間自然光線",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",22,"不明",121.225152,24.934913,"桃園市","平鎮區"
"其他","2022",1,9,13,"陰","日間自然光線",50,"直路","機車優先道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",25,"未使用",121.225152,24.934913,"桃園市","平鎮區"
"衝出路外","2022",1,9,14,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",46,"不明",120.284614,23.839906,"彰化縣","大城鄉"
"其他","2022",1,9,19,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","無",81,"非駕駛人",121.527702,24.97564,"新北市","新店區"
"其他","2022",1,9,19,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","無",66,"不明",121.527702,24.97564,"新北市","新店區"
"其他","2022",1,10,1,"晴","夜間(或隧道、地下道、涵洞)無照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",31,"不明",120.922081,24.697203,"苗栗縣","頭份市"
"其他","2022",1,10,1,"晴","夜間(或隧道、地下道、涵洞)無照明",100,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",58,"未使用",120.922081,24.697203,"苗栗縣","頭份市"
"穿越道路中","2022",1,10,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",31,"不明",121.145862,24.913241,"桃園市","楊梅區"
"穿越道路中","2022",1,10,4,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",80,"不明",121.145862,24.913241,"桃園市","楊梅區"
"其他","2022",1,10,9,"陰","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",18,"不明",120.746681,24.604979,"苗栗縣","後龍鎮"
"其他","2022",1,10,9,"陰","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",51,"不明",120.746681,24.604979,"苗栗縣","後龍鎮"
"其他","2022",1,10,12,"晴","日間自然光線",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",46,"未使用",120.452386,22.764574,"高雄市","大樹區"
"其他","2022",1,10,12,"晴","日間自然光線",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",49,"未使用",120.452386,22.764574,"高雄市","大樹區"
"其他","2022",1,10,12,"晴","日間自然光線",90,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",50,"非駕駛人",120.452386,22.764574,"高雄市","大樹區"
"側撞","2022",1,10,16,"晴","日間自然光線",40,"彎曲路及附近","快車道","柏油","乾燥","良好","無號誌","中央分向島","窄式快慢車道分隔島(附柵欄)","有",85,"未使用",121.354685,25.037148,"桃園市","龜山區"
"側撞","2022",1,10,16,"晴","日間自然光線",40,"彎曲路及附近","快車道","柏油","乾燥","良好","無號誌","中央分向島","窄式快慢車道分隔島(附柵欄)","有",39,"未使用",121.354685,25.037148,"桃園市","龜山區"
"對向通行中","2022",1,10,16,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",37,"未使用",119.578643,23.572897,"澎湖縣","馬公市"
"對向通行中","2022",1,10,16,"陰","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",90,"非駕駛人",119.578643,23.572897,"澎湖縣","馬公市"
"撞路樹、電桿","2022",1,10,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",21,"未使用",120.5294,22.93972,"高雄市","杉林區"
"撞路樹、電桿","2022",1,10,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",111,"",120.5294,22.93972,"高雄市","杉林區"
"佇立路邊(外)","2022",1,11,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",43,"非駕駛人",120.645202,24.225274,"臺中市","大雅區"
"佇立路邊(外)","2022",1,11,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","有",40,"未使用",120.645202,24.225274,"臺中市","大雅區"
"同向通行中","2022",1,11,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",70,"未使用",121.442222,24.978577,"新北市","土城區"
