"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"衝進路中","2022",1,25,10,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",32,"不明",121.160168,22.78427,"臺東縣","臺東市"
"撞路樹、電桿","2022",1,25,11,"晴","日間自然光線",40,"直路","慢車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",73,"未使用",120.3038,22.74699,"高雄市","橋頭區"
"撞路樹、電桿","2022",1,25,11,"晴","日間自然光線",40,"直路","慢車道","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",111,"",120.3038,22.74699,"高雄市","橋頭區"
"路口交岔撞","2022",1,25,12,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",69,"未使用",120.585877,23.957329,"彰化縣","員林市"
"路口交岔撞","2022",1,25,12,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",25,"未使用",120.585877,23.957329,"彰化縣","員林市"
"路口交岔撞","2022",1,25,12,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",42,"非駕駛人",120.585877,23.957329,"彰化縣","員林市"
"其他","2022",1,25,13,"陰","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",41,"不明",121.772246,25.041118,"新北市","石碇區"
"其他","2022",1,25,13,"陰","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",81,"未使用",121.772246,25.041118,"新北市","石碇區"
"側撞","2022",1,25,19,"晴","日間自然光線",40,"多岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",58,"不明",120.664381,24.083087,"臺中市","大里區"
"側撞","2022",1,25,19,"晴","日間自然光線",40,"多岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",21,"不明",120.664381,24.083087,"臺中市","大里區"
"對撞","2022",1,25,22,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"高架道路","一般車道(未劃分快慢車道)","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","無",41,"未使用",121.591038,25.061144,"臺北市","內湖區"
"對撞","2022",1,25,22,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"高架道路","一般車道(未劃分快慢車道)","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","無",22,"不明",121.591038,25.061144,"臺北市","內湖區"
"對撞","2022",1,25,22,"陰","夜間(或隧道、地下道、涵洞)有照明",60,"高架道路","一般車道(未劃分快慢車道)","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","無",49,"未使用",121.591038,25.061144,"臺北市","內湖區"
"撞護欄(樁)","2022",1,26,0,"霧或煙","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",35,"未使用",120.708746,24.323032,"臺中市","后里區"
"撞護欄(樁)","2022",1,26,0,"霧或煙","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",19,"未使用",120.708746,24.323032,"臺中市","后里區"
"撞護欄(樁)","2022",1,26,0,"霧或煙","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",50,"未使用",120.708746,24.323032,"臺中市","后里區"
"撞護欄(樁)","2022",1,26,0,"霧或煙","夜間(或隧道、地下道、涵洞)無照明",110,"直路","快車道","柏油","乾燥","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",36,"非駕駛人",120.708746,24.323032,"臺中市","后里區"
"撞護欄(樁)","2022",1,26,7,"晴","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",61,"未使用",120.975083,22.554858,"臺東縣","太麻里鄉"
"其他","2022",1,26,8,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",70,"未使用",120.64352,24.109555,"臺中市","烏日區"
"其他","2022",1,26,8,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",49,"未使用",120.64352,24.109555,"臺中市","烏日區"
"路上翻車、摔倒","2022",1,26,9,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",69,"未使用",120.672041,24.421609,"苗栗縣","苑裡鎮"
"同向擦撞","2022",1,26,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",80,"未使用",121.277736,25.057675,"桃園市","蘆竹區"
"同向擦撞","2022",1,26,9,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",64,"未使用",121.277736,25.057675,"桃園市","蘆竹區"
"其他","2022",1,26,12,"晴","日間自然光線",70,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",86,"未使用",121.805681,24.621142,"宜蘭縣","冬山鄉"
"其他","2022",1,26,12,"晴","日間自然光線",70,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",45,"未使用",121.805681,24.621142,"宜蘭縣","冬山鄉"
"路口交岔撞","2022",1,26,15,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",62,"未使用",120.321878,23.869639,"彰化縣","大城鄉"
"路口交岔撞","2022",1,26,15,"晴","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",81,"未使用",120.321878,23.869639,"彰化縣","大城鄉"
"側撞","2022",1,26,15,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",75,"未使用",120.69005,23.909788,"南投縣","南投市"
"側撞","2022",1,26,15,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",17,"未使用",120.69005,23.909788,"南投縣","南投市"
"穿越道路中","2022",1,26,18,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",20,"未使用",120.495803,22.680539,"屏東縣","屏東市"
"穿越道路中","2022",1,26,18,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",90,"非駕駛人",120.495803,22.680539,"屏東縣","屏東市"
"路上翻車、摔倒","2022",1,27,7,"晴","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",25,"不明",120.93148,24.834975,"新竹市","北區"
"對向擦撞","2022",1,27,7,"晴","日間自然光線",70,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",70,"未使用",120.839325,24.643703,"苗栗縣","造橋鄉"
"對向擦撞","2022",1,27,7,"晴","日間自然光線",70,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",37,"未使用",120.839325,24.643703,"苗栗縣","造橋鄉"
"對向擦撞","2022",1,27,7,"晴","日間自然光線",70,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",36,"非駕駛人",120.839325,24.643703,"苗栗縣","造橋鄉"
"側撞","2022",1,27,8,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",31,"未使用",120.644078,24.085316,"臺中市","烏日區"
"側撞","2022",1,27,8,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",40,"未使用",120.644078,24.085316,"臺中市","烏日區"
"其他","2022",1,28,15,"雨","日間自然光線",50,"四岔路","交叉口附近","柏油","濕潤","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","無",37,"不明",121.561955,24.983636,"臺北市","文山區"
"其他","2022",1,28,15,"雨","日間自然光線",50,"四岔路","交叉口附近","柏油","濕潤","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","無",90,"非駕駛人",121.561955,24.983636,"臺北市","文山區"
"其他","2022",1,28,15,"雨","日間自然光線",50,"四岔路","交叉口附近","柏油","濕潤","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","無",34,"不明",121.561955,24.983636,"臺北市","文山區"
"其他","2022",1,28,15,"雨","日間自然光線",50,"四岔路","交叉口附近","柏油","濕潤","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","無",57,"不明",121.561955,24.983636,"臺北市","文山區"
"追撞","2022",1,28,16,"陰","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",66,"未使用",121.054068,24.792737,"新竹縣","竹北市"
"追撞","2022",1,28,16,"陰","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",58,"未使用",121.054068,24.792737,"新竹縣","竹北市"
"其他","2022",1,28,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉口附近","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",27,"未使用",120.16577,23.389863,"嘉義縣","布袋鎮"
"穿越道路中","2022",1,28,20,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","濕潤","良好","無號誌","行車分向線","快慢車道分隔線","有",47,"未使用",121.158394,23.032969,"臺東縣","關山鎮"
"穿越道路中","2022",1,28,20,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","濕潤","良好","無號誌","行車分向線","快慢車道分隔線","有",52,"非駕駛人",121.158394,23.032969,"臺東縣","關山鎮"
"穿越道路中","2022",1,28,20,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","濕潤","良好","無號誌","行車分向線","快慢車道分隔線","有",50,"未使用",121.158394,23.032969,"臺東縣","關山鎮"
"其他","2022",1,28,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",64,"不明",120.823365,24.565412,"苗栗縣","苗栗市"
"其他","2022",1,28,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",17,"不明",120.823365,24.565412,"苗栗縣","苗栗市"
"側撞","2022",1,29,1,"雨","夜間(或隧道、地下道、涵洞)有照明",80,"三岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",27,"不明",120.898396,24.744388,"新竹市","香山區"
"側撞","2022",1,29,1,"雨","夜間(或隧道、地下道、涵洞)有照明",80,"三岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",31,"不明",120.898396,24.744388,"新竹市","香山區"
"路口交岔撞","2022",1,29,11,"陰","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",67,"未使用",121.124343,24.915126,"桃園市","楊梅區"
"路口交岔撞","2022",1,29,11,"陰","日間自然光線",30,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",42,"不明",121.124343,24.915126,"桃園市","楊梅區"
"側撞","2022",1,29,13,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",67,"未使用",120.488379,24.165629,"彰化縣","伸港鄉"
"側撞","2022",1,29,13,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",40,"未使用",120.488379,24.165629,"彰化縣","伸港鄉"
"撞橋樑、建築物","2022",1,29,23,"雨","夜間(或隧道、地下道、涵洞)有照明",40,"三岔路","交叉口附近","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",16,"未使用",120.574329,22.607828,"屏東縣","內埔鄉"
"追撞","2022",1,30,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",12,"不明",121.471462,25.014501,"新北市","板橋區"
"追撞","2022",1,30,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",58,"未使用",121.471462,25.014501,"新北市","板橋區"
"同向通行中","2022",1,30,5,"陰","晨或暮光",30,"三岔路","交叉路口內","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","無",61,"未使用",121.538167,24.941232,"新北市","新店區"
"同向通行中","2022",1,30,5,"陰","晨或暮光",30,"三岔路","交叉路口內","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","無",87,"非駕駛人",121.538167,24.941232,"新北市","新店區"
"側撞","2022",1,30,7,"陰","日間自然光線",50,"三岔路","交叉口附近","柏油","濕潤","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",79,"未使用",121.799526,24.719252,"宜蘭縣","壯圍鄉"
"側撞","2022",1,30,7,"陰","日間自然光線",50,"三岔路","交叉口附近","柏油","濕潤","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",43,"未使用",121.799526,24.719252,"宜蘭縣","壯圍鄉"
"撞路樹、電桿","2022",1,30,9,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",33,"未使用",120.343353,23.066606,"臺南市","新化區"
"撞路樹、電桿","2022",1,30,9,"晴","日間自然光線",60,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",29,"未使用",120.343353,23.066606,"臺南市","新化區"
"對撞","2022",1,30,10,"霧或煙","日間自然光線",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","濕潤","不良","無號誌","無","未繪設快慢車道分隔線","有",51,"不明",120.65746,23.562802,"嘉義縣","梅山鄉"
"對撞","2022",1,30,10,"霧或煙","日間自然光線",30,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","濕潤","不良","無號誌","無","未繪設快慢車道分隔線","有",61,"未使用",120.65746,23.562802,"嘉義縣","梅山鄉"
"側撞","2022",1,30,11,"雨","日間自然光線",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","快慢車道分隔線","有",43,"不明",120.906412,24.687624,"苗栗縣","頭份市"
"側撞","2022",1,30,11,"雨","日間自然光線",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","快慢車道分隔線","有",50,"不明",120.906412,24.687624,"苗栗縣","頭份市"
"追撞","2022",1,30,15,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",19,"未使用",120.571158,22.587278,"屏東縣","萬巒鄉"
"追撞","2022",1,30,15,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",80,"未使用",120.571158,22.587278,"屏東縣","萬巒鄉"
"追撞","2022",1,30,15,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",15,"非駕駛人",120.571158,22.587278,"屏東縣","萬巒鄉"
"追撞","2022",1,30,15,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",76,"非駕駛人",120.571158,22.587278,"屏東縣","萬巒鄉"
"其他","2022",1,30,20,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",43,"不明",120.347672,23.906687,"彰化縣","大城鄉"
"其他","2022",1,30,20,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",20,"不明",120.347672,23.906687,"彰化縣","大城鄉"
"其他","2022",1,30,20,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",66,"不明",120.347672,23.906687,"彰化縣","大城鄉"
"撞路樹、電桿","2022",1,31,0,"晴","日間自然光線",30,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",22,"不明",121.051103,22.719026,"臺東縣","臺東市"
"追撞","2022",1,31,6,"陰","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",23,"未使用",121.164073,24.909299,"桃園市","楊梅區"
"追撞","2022",1,31,6,"陰","晨或暮光",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",51,"未使用",121.164073,24.909299,"桃園市","楊梅區"
"路口交岔撞","2022",1,31,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",79,"未使用",120.694374,24.155267,"臺中市","北區"
"路口交岔撞","2022",1,31,10,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",36,"未使用",120.694374,24.155267,"臺中市","北區"
"衝出路外","2022",1,31,15,"陰","日間自然光線",30,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",52,"未使用",121.523996,23.579595,"花蓮縣","豐濱鄉"
"衝出路外","2022",1,31,15,"陰","日間自然光線",30,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",65,"非駕駛人",121.523996,23.579595,"花蓮縣","豐濱鄉"
"衝出路外","2022",1,31,15,"陰","日間自然光線",30,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",46,"非駕駛人",121.523996,23.579595,"花蓮縣","豐濱鄉"
"衝出路外","2022",1,31,15,"陰","日間自然光線",30,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",21,"非駕駛人",121.523996,23.579595,"花蓮縣","豐濱鄉"
"衝出路外","2022",1,31,15,"晴","日間自然光線",40,"彎曲路及附近","機車優先道","柏油","乾燥","良好","無號誌","中央分向島","寛式快慢車道分隔島(50公分以上)","有",45,"未使用",121.348309,25.017473,"桃園市","龜山區"
"同向擦撞","2022",1,31,15,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",79,"未使用",120.600851,23.853377,"彰化縣","田中鎮"
"同向擦撞","2022",1,31,15,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",37,"未使用",120.600851,23.853377,"彰化縣","田中鎮"
"撞號誌、標誌桿","2022",1,31,21,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","不良","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",61,"未使用",120.639582,22.71717,"屏東縣","三地門鄉"
"路口交岔撞","2022",2,1,3,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",47,"未使用",120.671335,24.107821,"臺中市","大里區"
"路口交岔撞","2022",2,1,3,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",22,"未使用",120.671335,24.107821,"臺中市","大里區"
"路口交岔撞","2022",2,1,3,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"多岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",22,"非駕駛人",120.671335,24.107821,"臺中市","大里區"
"同向擦撞","2022",2,1,18,"雨","夜間(或隧道、地下道、涵洞)有照明",30,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",61,"未使用",121.401559,24.942308,"新北市","三峽區"
"同向擦撞","2022",2,1,18,"雨","夜間(或隧道、地下道、涵洞)有照明",30,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",32,"未使用",121.401559,24.942308,"新北市","三峽區"
"對撞","2022",2,2,20,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",38,"不明",120.458118,23.854807,"彰化縣","埤頭鄉"
"對撞","2022",2,2,20,"晴","夜間(或隧道、地下道、涵洞)無照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","快慢車道分隔線","有",50,"不明",120.458118,23.854807,"彰化縣","埤頭鄉"
"路口交岔撞","2022",2,2,23,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",23,"未使用",120.318685,22.592679,"高雄市","前鎮區"
"路口交岔撞","2022",2,2,23,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",39,"未使用",120.318685,22.592679,"高雄市","前鎮區"
"路口交岔撞","2022",2,2,23,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",22,"非駕駛人",120.318685,22.592679,"高雄市","前鎮區"
"側撞","2022",2,3,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",54,"未使用",120.3168,22.62116,"高雄市","苓雅區"
"側撞","2022",2,3,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",73,"未使用",120.3168,22.62116,"高雄市","苓雅區"
"撞路樹、電桿","2022",2,3,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",37,"不明",120.698262,23.91788,"南投縣","南投市"
"撞路樹、電桿","2022",2,3,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",56,"不明",120.698262,23.91788,"南投縣","南投市"
"撞路樹、電桿","2022",2,3,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","快慢車道分隔線","有",37,"不明",120.698262,23.91788,"南投縣","南投市"
"撞護欄(樁)","2022",2,3,14,"雨","日間自然光線",50,"直路","直線匝道","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",40,"不明",121.2183,24.971384,"桃園市","中壢區"
"撞護欄(樁)","2022",2,3,14,"雨","日間自然光線",50,"直路","直線匝道","柏油","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","有",57,"未使用",121.2183,24.971384,"桃園市","中壢區"
"穿越道路中","2022",2,3,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",72,"未使用",121.547465,25.057751,"臺北市","松山區"
"穿越道路中","2022",2,3,21,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"三岔路","交叉路口內","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",89,"非駕駛人",121.547465,25.057751,"臺北市","松山區"
"穿越道路中","2022",2,4,0,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","穿越道附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",44,"非駕駛人",120.494394,24.049891,"彰化縣","秀水鄉"
"穿越道路中","2022",2,4,0,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"四岔路","穿越道附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","有",67,"不明",120.494394,24.049891,"彰化縣","秀水鄉"
"路上翻車、摔倒","2022",2,4,3,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",22,"未使用",120.549261,22.467354,"屏東縣","新埤鄉"
"路上翻車、摔倒","2022",2,4,3,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",35,"未使用",120.549261,22.467354,"屏東縣","新埤鄉"
"側撞","2022",2,5,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",57,"未使用",120.3054,22.64104,"高雄市","三民區"
"側撞","2022",2,5,0,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",18,"未使用",120.3054,22.64104,"高雄市","三民區"
"其他","2022",2,5,8,"雨","日間自然光線",50,"三岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","無",66,"未使用",121.560442,24.952478,"新北市","新店區"
"其他","2022",2,5,8,"雨","日間自然光線",50,"三岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","無",26,"未使用",121.560442,24.952478,"新北市","新店區"
"倒車撞","2022",2,5,12,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",26,"不明",120.452335,23.784787,"雲林縣","西螺鎮"
